Self-Consistency
True Negative,False Positive,False Negative,True Positive,Accuracy
|[77, 178, 42, 210, 56.61]|
|
10-fold Cross Validation|
True Negative,False Positive,False Negative,True Positive,Accuracy
28,4,1,31,92.19,0.96875,0.875,0.8857142857142857,0.8902392400559621
29,3,0,32,95.31,1.0,0.90625,0.9142857142857143,0.9561828874675149
29,3,1,31,93.75,0.96875,0.90625,0.9117647058823529,0.9054663334689764
30,2,3,29,92.19,0.90625,0.9375,0.9354838709677419,0.8312735585467015
31,1,1,30,96.83,0.967741935483871,0.96875,0.967741935483871,0.936491935483871
31,1,1,30,96.83,0.967741935483871,0.96875,0.967741935483871,0.936491935483871
30,2,1,30,95.24,0.967741935483871,0.9375,0.9375,0.919726726178799
30,1,1,31,96.83,0.96875,0.967741935483871,0.96875,0.936491935483871
29,2,0,32,96.83,1.0,0.9354838709677419,0.9411764705882353,0.9701425001453319
30,1,1,31,96.83,0.96875,0.967741935483871,0.96875,0.936491935483871
The Final 10CV Score,,,,95.28
